transaction_id,customer_id,amount,currency,country,chanel,device_id,timestamp,merchant_id,issuer_bank
T-3978,CU-955,2341.18,USD,ES,mobile,D-955,2025-11-15T00:10:00,M-037,SAN
T-2783,CU-109,291.77,USD,CL,web,D-109,2025-11-15T00:10:00,M-012,SAN
T-4562,CU-397,1118.43,USD,AR,web,D-397,2025-11-15T00:10:00,M-001,BNA
T-2898,CU-727,8933.96,USD,CO,mobile,D-727,2025-11-16T00:10:00,M-033,DAV
T-3129,CU-563,5943.39,PEN,PE,web,D-563,2025-11-16T00:10:00,M-017,IBK
T-2509,CU-160,2857.52,USD,AR,mobile,D-160,2025-11-17T00:10:00,M-019,SAN
T-6917,CU-310,2840.02,USD,CO,mobile,D-310,2025-11-17T00:10:00,M-007,BAN
T-3463,CU-431,4356.52,USD,ES,web,D-431,2025-11-17T00:10:00,M-050,BBVA
T-7634,CU-318,1790.61,USD,CO,web,D-318,2025-11-17T00:10:00,M-047,BOG
T-3226,CU-719,2901.15,USD,ES,web,D-719,2025-11-18T00:10:00,M-050,SAN
T-5856,CU-582,7860.90,USD,AR,web,D-582,2025-11-19T00:10:00,M-020,GAL
T-2720,CU-612,1431.02,PEN,PE,web,D-612,2025-11-21T00:10:00,M-010,BCP
T-7084,CU-021,6741.18,USD,CO,web,D-021,2025-11-22T00:10:00,M-012,BOG
T-6324,CU-427,8664.27,USD,US,web,D-427,2025-11-22T00:10:00,M-042,BAC
T-6534,CU-688,3026.50,USD,US,web,D-688,2025-11-22T00:10:00,M-047,WFC
T-4948,CU-527,2213.72,USD,AR,web,D-527,2025-11-22T00:10:00,M-001,GAL
T-7721,CU-527,4046.05,USD,AR,web,D-527,2025-11-22T00:10:00,M-014,GAL
T-1072,CU-088,7124.04,USD,ES,web,D-088,2025-11-22T00:10:00,M-008,SAN
T-4943,CU-021,6319.11,USD,CO,web,D-021,2025-11-22T00:10:00,M-006,BOG
T-1927,CU-542,2011.33,USD,ES,mobile,D-542,2025-11-23T00:10:00,M-033,BBVA
T-6316,CU-903,1359.38,USD,CO,mobile,D-903,2025-11-24T00:10:00,M-024,BOG
T-7985,CU-597,844.46,PEN,PE,mobile,D-597,2025-11-25T00:10:00,M-024,BBVA
T-5648,CU-880,5491.17,PEN,PE,web,D-880,2025-11-25T00:10:00,M-025,IBK
T-2541,CU-186,3398.93,USD,US,mobile,D-186,2025-11-26T00:10:00,M-014,JPM
T-3504,CU-190,5427.74,USD,AR,mobile,D-190,2025-11-26T00:10:00,M-048,BNA
T-4576,CU-827,4369.21,USD,ES,web,D-827,2025-11-27T00:10:00,M-030,CABK
T-6882,CU-293,6015.64,USD,CL,web,D-293,2025-11-28T00:10:00,M-028,BCH
T-2709,CU-141,2230.04,USD,MX,mobile,D-141,2025-11-28T00:10:00,M-044,BBVA
T-7349,CU-319,4093.41,USD,AR,mobile,D-319,2025-11-28T00:10:00,M-011,GAL
T-5613,CU-372,1690.43,USD,MX,mobile,D-372,2025-11-29T00:10:00,M-035,BAN
T-4964,CU-850,3155.06,USD,AR,mobile,D-850,2025-11-29T00:10:00,M-018,SAN
T-4610,CU-568,403.81,USD,CO,mobile,D-568,2025-12-01T07:00:00,M-033,BAN
T-7996,CU-161,5649.43,USD,CL,web,D-161,2025-12-01T07:09:00,M-013,SAN
T-4166,CU-823,1230.52,USD,MX,web,D-823,2025-12-01T07:11:00,M-041,BAN
T-4919,CU-993,4506.85,USD,CO,web,D-993,2025-12-01T07:20:00,M-016,BOG
T-4347,CU-651,2013.48,PEN,PE,web,D-651,2025-12-01T07:34:00,M-025,IBK
T-4467,CU-530,241.89,USD,ES,web,D-530,2025-12-01T07:45:00,M-036,BBVA
T-5656,CU-977,7956.32,USD,AR,web,D-977,2025-12-01T08:00:00,M-048,BNA
T-7907,CU-906,1052.58,PEN,PE,web,D-906,2025-12-01T08:21:00,M-033,IBK
T-5282,CU-546,4469.34,PEN,PE,mobile,D-546,2025-12-01T08:25:00,M-041,IBK
T-7497,CU-657,1764.72,USD,AR,web,D-657,2025-12-01T08:29:00,M-021,GAL
T-6616,CU-521,545.23,USD,CL,mobile,D-521,2025-12-01T08:47:00,M-050,SAN
T-2466,CU-750,153.49,USD,CL,mobile,D-750,2025-12-01T08:52:00,M-006,BCH
T-3597,CU-398,2114.17,PEN,PE,web,D-398,2025-12-01T08:52:00,M-022,BCP
T-7110,CU-649,2167.89,USD,MX,web,D-649,2025-12-01T08:58:00,M-030,BBVA
T-2882,CU-143,7273.15,USD,ES,web,D-143,2025-12-01T09:00:00,M-017,CABK
T-5151,CU-979,6165.33,USD,US,web,D-979,2025-12-01T09:00:00,M-039,BAC
T-3028,CU-647,5400.26,USD,ES,mobile,D-647,2025-12-01T09:00:00,M-010,CABK
T-3766,CU-365,3413.69,USD,US,web,D-365,2025-12-01T09:00:00,M-036,WFC
T-6953,CU-958,1794.28,USD,CO,web,D-958,2025-12-01T09:05:00,M-004,BAN
T-2741,CU-295,1272.81,USD,CL,web,D-295,2025-12-01T09:16:00,M-002,BCH
T-7237,CU-300,1561.19,USD,US,mobile,D-300,2025-12-01T09:16:00,M-022,JPM
T-7735,CU-622,4695.52,USD,US,mobile,D-622,2025-12-01T09:17:00,M-036,WFC
T-3068,CU-724,4455.86,USD,AR,web,D-724,2025-12-01T09:28:00,M-009,BNA
T-6751,CU-637,2483.77,USD,CO,web,D-637,2025-12-01T09:29:00,M-036,BAN
T-4018,CU-935,1630.47,USD,CO,mobile,D-935,2025-12-01T09:31:00,M-011,BOG
T-5263,CU-422,2273.00,USD,MX,web,D-422,2025-12-01T09:34:00,M-036,BAN
T-6015,CU-694,4858.19,USD,AR,web,D-694,2025-12-01T09:43:00,M-030,BNA
T-6393,CU-892,2394.62,USD,AR,mobile,D-892,2025-12-01T09:50:00,M-021,BNA
T-2924,CU-579,5082.29,USD,US,web,D-579,2025-12-01T09:57:00,M-001,BAC
T-1488,CU-620,1259.39,PEN,PE,mobile,D-620,2025-12-01T10:00:00,M-033,BAC
T-6445,CU-690,2941.44,PEN,PE,web,D-690,2025-12-01T10:15:00,M-015,BCP
T-1704,CU-474,297.26,USD,CL,web,D-474,2025-12-01T10:16:00,M-007,BCI
T-7383,CU-869,3716.04,USD,US,mobile,D-869,2025-12-01T10:18:00,M-006,WFC
T-7553,CU-824,1286.34,USD,CO,web,D-824,2025-12-01T10:26:00,M-009,DAV
T-4714,CU-669,4987.23,USD,ES,mobile,D-669,2025-12-01T10:30:00,M-046,CABK
T-1964,CU-476,4635.15,USD,ES,web,D-476,2025-12-01T10:31:00,M-008,SAN
T-1307,CU-067,4894.25,USD,CO,mobile,D-067,2025-12-01T10:35:00,M-033,BAN
T-1993,CU-833,3902.38,USD,CL,web,D-833,2025-12-01T10:39:00,M-017,SAN
T-1928,CU-402,3234.75,USD,CO,mobile,D-402,2025-12-01T10:48:00,M-043,BAN
T-7224,CU-048,2994.04,USD,MX,web,D-048,2025-12-01T10:49:00,M-040,SAN
T-4753,CU-600,3449.05,USD,US,web,D-600,2025-12-01T10:59:00,M-021,JPM
T-2883,CU-143,7273.15,USD,ES,web,D-143,2025-12-01T11:00:00,M-017,CABK
T-3029,CU-647,5400.26,USD,ES,mobile,D-647,2025-12-01T11:00:00,M-010,CABK
T-1305,CU-255,1587.51,USD,AR,mobile,D-255,2025-12-01T11:00:00,M-021,SAN
T-3767,CU-365,3413.69,USD,US,web,D-365,2025-12-01T11:00:00,M-036,WFC
T-3229,CU-522,1721.96,USD,ES,web,D-522,2025-12-01T11:04:00,M-016,SAN
T-7150,CU-383,791.03,USD,CL,web,D-383,2025-12-01T11:05:00,M-013,SAN
T-7530,CU-527,3096.27,USD,AR,web,D-527,2025-12-01T11:05:00,M-023,GAL
T-4819,CU-355,2914.09,USD,CL,mobile,D-355,2025-12-01T11:10:00,M-016,BCI
T-5650,CU-978,1466.56,USD,MX,web,D-978,2025-12-01T11:12:00,M-032,BBVA
T-3631,CU-693,5223.72,USD,ES,web,D-693,2025-12-01T11:14:00,M-020,SAN
T-6919,CU-159,2231.80,USD,ES,web,D-159,2025-12-01T11:14:00,M-036,SAN
T-6770,CU-872,4904.65,USD,CL,mobile,D-872,2025-12-01T11:20:00,M-005,BCH
T-4033,CU-173,3146.05,USD,MX,mobile,D-173,2025-12-01T11:21:00,M-011,BBVA
T-7960,CU-587,2182.09,USD,CO,web,D-587,2025-12-01T11:26:00,M-003,DAV
T-5837,CU-098,1194.84,USD,ES,mobile,D-098,2025-12-01T11:30:00,M-023,CABK
T-1489,CU-620,1259.39,USD,ES,mobile,D-620,2025-12-01T11:30:00,M-039,BAC
T-6769,CU-562,5550.44,USD,CL,web,D-562,2025-12-01T11:31:00,M-028,BCH
T-3680,CU-640,1469.17,USD,AR,mobile,D-640,2025-12-01T11:31:00,M-025,BNA
T-1961,CU-973,182.11,USD,MX,web,D-973,2025-12-01T11:35:00,M-028,BAN
T-6656,CU-570,567.97,USD,CL,mobile,D-570,2025-12-01T11:37:00,M-019,SAN
T-3221,CU-442,1201.71,USD,AR,mobile,D-442,2025-12-01T11:39:00,M-001,GAL
T-7696,CU-337,3305.99,USD,US,mobile,D-337,2025-12-01T11:48:00,M-038,BAC
T-4801,CU-726,96.68,USD,ES,web,D-726,2025-12-01T11:48:00,M-048,CABK
T-4947,CU-640,1244.71,USD,AR,mobile,D-640,2025-12-01T11:51:00,M-026,BNA
T-3022,CU-360,1873.43,USD,CL,web,D-360,2025-12-01T12:00:00,M-017,BCI
T-2753,CU-911,1841.42,PEN,PE,web,D-911,2025-12-01T12:00:00,M-999,BBVA
T-3308,CU-757,606.87,USD,AR,mobile,D-757,2025-12-01T12:01:00,M-011,SAN
T-3332,CU-531,4255.32,USD,CL,web,D-531,2025-12-01T12:01:00,M-015,BCI
T-1599,CU-346,1050.54,USD,US,mobile,D-346,2025-12-01T12:01:00,M-032,WFC
T-7246,CU-270,483.40,PEN,PE,web,D-270,2025-12-01T12:01:00,M-047,BBVA
T-1600,CU-346,1527.56,USD,US,mobile,D-346,2025-12-01T12:02:00,M-032,WFC
T-3309,CU-757,820.60,USD,AR,mobile,D-757,2025-12-01T12:02:00,M-011,SAN
T-7247,CU-270,291.23,PEN,PE,web,D-270,2025-12-01T12:02:00,M-047,BBVA
T-1601,CU-346,1030.32,USD,US,mobile,D-346,2025-12-01T12:03:00,M-032,WFC
T-7248,CU-270,587.75,PEN,PE,web,D-270,2025-12-01T12:03:00,M-047,BBVA
T-3310,CU-757,369.06,USD,AR,mobile,D-757,2025-12-01T12:03:00,M-011,SAN
T-3846,CU-484,5881.63,USD,CO,web,D-484,2025-12-01T12:03:00,M-003,DAV
T-3311,CU-757,1008.44,USD,AR,mobile,D-757,2025-12-01T12:04:00,M-011,SAN
T-1602,CU-346,1647.17,USD,US,mobile,D-346,2025-12-01T12:04:00,M-032,WFC
T-7249,CU-270,601.73,PEN,PE,web,D-270,2025-12-01T12:04:00,M-047,BBVA
T-7489,CU-829,699.52,USD,CO,web,D-829,2025-12-01T12:11:00,M-027,DAV
T-5047,CU-562,3568.93,USD,CL,web,D-562,2025-12-01T12:18:00,M-013,BCH
T-2429,CU-304,1543.74,USD,MX,web,D-304,2025-12-01T12:21:00,M-034,BBVA
T-1858,CU-760,2325.37,USD,AR,mobile,D-760,2025-12-01T12:24:00,M-032,SAN
T-1421,CU-224,3820.12,USD,CL,mobile,D-224,2025-12-01T12:25:00,M-024,BCI
T-5826,CU-759,1199.21,USD,CL,web,D-759,2025-12-01T12:26:00,M-045,BCI
T-4254,CU-374,835.53,PEN,PE,web,D-374,2025-12-01T12:29:00,M-048,BBVA
T-5737,CU-089,3375.76,USD,AR,web,D-089,2025-12-01T12:31:00,M-037,BNA
T-5927,CU-062,4930.30,USD,MX,mobile,D-062,2025-12-01T12:40:00,M-042,BBVA
T-5288,CU-010,4482.83,USD,CO,web,D-010,2025-12-01T12:42:00,M-019,BOG
T-3746,CU-216,4582.81,USD,CO,web,D-216,2025-12-01T12:46:00,M-034,BAN
T-3521,CU-765,2622.74,USD,CO,web,D-765,2025-12-01T12:51:00,M-024,BOG
T-1168,CU-632,2914.01,USD,CO,web,D-632,2025-12-01T12:57:00,M-029,BOG
T-3030,CU-647,5400.26,USD,ES,mobile,D-647,2025-12-01T13:00:00,M-010,CABK
T-2884,CU-143,7273.15,USD,ES,web,D-143,2025-12-01T13:00:00,M-017,CABK
T-3768,CU-365,3413.69,USD,US,web,D-365,2025-12-01T13:00:00,M-036,WFC
T-2899,CU-427,6406.61,USD,US,web,D-427,2025-12-01T13:00:00,M-039,BAC
T-3025,CU-406,312.89,USD,CO,mobile,D-406,2025-12-01T13:01:00,M-011,BOG
T-7658,CU-954,6503.20,PEN,PE,mobile,D-954,2025-12-01T13:04:00,M-014,IBK
T-1273,CU-136,2138.71,USD,CO,web,D-136,2025-12-01T13:08:00,M-031,BAN
T-5455,CU-386,1185.06,PEN,PE,web,D-386,2025-12-01T13:10:00,M-006,BCP
T-7895,CU-424,3665.60,USD,CL,web,D-424,2025-12-01T13:14:00,M-013,SAN
T-4963,CU-353,2095.57,USD,MX,mobile,D-353,2025-12-01T13:15:00,M-045,BAN
T-2506,CU-180,1403.33,USD,ES,web,D-180,2025-12-01T13:18:00,M-046,CABK
T-3524,CU-414,3579.17,USD,US,web,D-414,2025-12-01T13:19:00,M-022,JPM
T-1518,CU-220,1375.04,USD,AR,mobile,D-220,2025-12-01T13:19:00,M-030,BNA
T-1895,CU-790,441.29,USD,CO,mobile,D-790,2025-12-01T13:23:00,M-036,DAV
T-6974,CU-576,106.06,USD,CL,web,D-576,2025-12-01T13:24:00,M-050,BCI
T-3326,CU-031,3345.49,USD,AR,web,D-031,2025-12-01T13:26:00,M-043,BNA
T-7219,CU-475,1389.81,USD,MX,web,D-475,2025-12-01T13:28:00,M-010,BBVA
T-7211,CU-242,744.58,USD,US,web,D-242,2025-12-01T13:37:00,M-041,WFC
T-2617,CU-437,1946.34,USD,MX,mobile,D-437,2025-12-01T13:40:00,M-019,BAN
T-3407,CU-389,265.79,USD,ES,web,D-389,2025-12-01T13:41:00,M-030,BBVA
T-1672,CU-236,1155.23,USD,ES,mobile,D-236,2025-12-01T13:43:00,M-007,SAN
T-5418,CU-307,4907.12,PEN,PE,mobile,D-307,2025-12-01T13:43:00,M-006,BCP
T-5710,CU-103,4958.89,USD,CL,mobile,D-103,2025-12-01T13:52:00,M-019,BCI
T-4238,CU-956,5892.99,USD,AR,web,D-956,2025-12-01T13:55:00,M-006,SAN
T-2917,CU-731,4933.34,USD,CO,mobile,D-731,2025-12-01T13:58:00,M-038,BOG
T-2992,CU-395,0.50,USD,MX,mobile,D-999285,2025-12-01T14:00:00,M-046,BAN
T-6850,CU-174,0.50,PEN,PE,web,D-999286,2025-12-01T14:00:00,M-015,IBK
T-2782,CU-648,9390.83,USD,ES,web,D-648,2025-12-01T14:00:00,M-034,CABK
T-1757,CU-563,1801.82,PEN,PE,web,D-563,2025-12-01T14:01:00,M-013,IBK
T-7417,CU-273,291.93,USD,CO,mobile,D-273,2025-12-01T14:01:00,M-033,BAN
T-6851,CU-174,0.50,PEN,PE,web,D-999286,2025-12-01T14:02:00,M-018,IBK
T-2993,CU-395,0.50,USD,MX,mobile,D-999285,2025-12-01T14:02:00,M-001,BAN
T-3042,CU-168,5439.19,USD,CL,mobile,D-168,2025-12-01T14:05:00,M-039,BCI
T-2994,CU-395,8820.32,USD,MX,mobile,D-999285,2025-12-01T14:06:00,M-021,BAN
T-6852,CU-174,7391.96,PEN,PE,web,D-999286,2025-12-01T14:06:00,M-022,IBK
T-3018,CU-847,441.42,USD,AR,mobile,D-847,2025-12-01T14:09:00,M-019,BNA
T-4532,CU-579,2437.16,USD,US,web,D-579,2025-12-01T14:10:00,M-002,BAC
T-3847,CU-256,1570.44,USD,CO,mobile,D-256,2025-12-01T14:11:00,M-013,BAN
T-5139,CU-816,1366.58,USD,RU,mobile,D-999173,2025-12-01T14:18:00,M-021,BAC
T-7574,CU-870,5407.40,USD,CO,web,D-870,2025-12-01T14:18:00,M-043,DAV
T-6733,CU-222,1802.53,USD,CL,web,D-222,2025-12-01T14:19:00,M-028,BCH
T-3574,CU-332,3729.35,USD,ES,mobile,D-332,2025-12-01T14:22:00,M-025,BBVA
T-3831,CU-399,2129.72,USD,MX,mobile,D-399,2025-12-01T14:28:00,M-003,SAN
T-6034,CU-416,3221.92,USD,CL,web,D-416,2025-12-01T14:29:00,M-037,SAN
T-5270,CU-747,1435.82,USD,AR,web,D-747,2025-12-01T14:35:00,M-034,GAL
T-3542,CU-972,819.64,USD,US,web,D-972,2025-12-01T14:36:00,M-021,JPM
T-6442,CU-844,771.20,USD,CO,web,D-844,2025-12-01T14:38:00,M-018,BAN
T-5535,CU-834,922.17,USD,CO,mobile,D-834,2025-12-01T14:38:00,M-045,DAV
T-2918,CU-264,2591.21,USD,MX,web,D-264,2025-12-01T14:40:00,M-043,BAN
T-2165,CU-764,754.47,USD,CO,mobile,D-764,2025-12-01T14:40:00,M-041,BAN
T-1218,CU-783,2062.44,USD,MX,web,D-783,2025-12-01T14:40:00,M-044,SAN
T-2996,CU-277,3603.69,USD,AR,mobile,D-277,2025-12-01T14:50:00,M-010,SAN
T-2725,CU-518,2063.71,USD,CL,web,D-518,2025-12-01T14:51:00,M-038,BCI
T-5016,CU-436,2329.57,USD,ES,mobile,D-436,2025-12-01T14:52:00,M-050,SAN
T-2387,CU-990,2608.34,USD,CL,web,D-990,2025-12-01T14:53:00,M-004,BCH
T-7867,CU-404,4891.73,USD,ES,web,D-404,2025-12-01T14:56:00,M-030,BBVA
T-1930,CU-032,1769.44,USD,ES,web,D-032,2025-12-01T14:57:00,M-041,BBVA
T-2236,CU-246,2363.18,USD,ES,web,D-246,2025-12-01T15:04:00,M-009,BBVA
T-1108,CU-614,626.95,PEN,PE,mobile,D-614,2025-12-01T15:08:00,M-017,BCP
T-7213,CU-021,6123.77,USD,CO,web,D-021,2025-12-01T15:10:00,M-041,BOG
T-5725,CU-938,1093.20,USD,MX,mobile,D-938,2025-12-01T15:11:00,M-043,SAN
T-4602,CU-340,2113.79,USD,CL,web,D-340,2025-12-01T15:14:00,M-032,BCH
T-2724,CU-876,2382.15,USD,CL,web,D-876,2025-12-01T15:14:00,M-003,SAN
T-7771,CU-056,2260.78,USD,US,mobile,D-056,2025-12-01T15:30:00,M-007,BAC
T-1743,CU-436,854.89,USD,ES,mobile,D-436,2025-12-01T15:31:00,M-049,SAN
T-4828,CU-363,4166.95,USD,AR,web,D-363,2025-12-01T15:36:00,M-048,SAN
T-7153,CU-281,4543.37,USD,US,web,D-281,2025-12-01T15:40:00,M-038,BAC
T-6587,CU-839,883.07,USD,ES,web,D-839,2025-12-01T15:43:00,M-026,CABK
T-7479,CU-372,1281.93,USD,MX,mobile,D-372,2025-12-01T15:59:00,M-043,BAN
T-1121,CU-098,1091.71,USD,ES,mobile,D-098,2025-12-01T15:59:00,M-012,CABK
T-2813,CU-760,4376.10,USD,AR,mobile,D-760,2025-12-01T16:00:00,M-035,SAN
T-7911,CU-165,3324.12,USD,CO,web,D-165,2025-12-01T16:02:00,M-020,BAN
T-5689,CU-837,597.50,USD,RU,web,D-999624,2025-12-01T16:07:00,M-020,BOG
T-2946,CU-874,1341.91,USD,CO,mobile,D-874,2025-12-01T16:07:00,M-032,BAN
T-3015,CU-804,1628.46,USD,CO,web,D-804,2025-12-01T16:07:00,M-003,BAN
T-5611,CU-905,592.50,USD,CL,web,D-905,2025-12-01T16:13:00,M-043,BCI
T-5575,CU-899,3906.90,USD,CO,mobile,D-899,2025-12-01T16:13:00,M-024,BAN
T-4154,CU-901,2507.43,USD,CO,web,D-901,2025-12-01T16:15:00,M-017,DAV
T-4492,CU-120,1149.87,PEN,PE,mobile,D-120,2025-12-01T16:16:00,M-040,IBK
T-5476,CU-699,442.01,USD,US,web,D-699,2025-12-01T16:18:00,M-008,WFC
T-1206,CU-776,5641.36,USD,CO,mobile,D-776,2025-12-01T16:33:00,M-044,BAN
T-6083,CU-209,1071.47,USD,US,web,D-209,2025-12-01T16:34:00,M-047,WFC
T-2707,CU-964,462.29,USD,CL,web,D-964,2025-12-01T16:40:00,M-045,BCI
T-2519,CU-318,1729.46,USD,CO,web,D-318,2025-12-01T16:40:00,M-020,BOG
T-1270,CU-465,1352.21,USD,AR,web,D-465,2025-12-01T16:44:00,M-036,SAN
T-3973,CU-237,5103.72,USD,ES,web,D-237,2025-12-01T16:44:00,M-036,SAN
T-5607,CU-059,1893.11,USD,CL,web,D-059,2025-12-01T17:00:00,M-036,BCI
T-5145,CU-701,1082.18,USD,CL,web,D-701,2025-12-01T17:00:00,M-999,BCI
T-4805,CU-269,2040.64,USD,ES,mobile,D-269,2025-12-01T17:00:00,M-009,BBVA
T-2714,CU-736,1092.99,USD,ES,mobile,D-736,2025-12-01T17:04:00,M-003,CABK
T-3113,CU-566,6856.50,USD,CO,mobile,D-566,2025-12-01T17:05:00,M-019,BOG
T-6398,CU-912,5232.79,USD,CL,web,D-912,2025-12-01T17:09:00,M-043,BCH
T-1135,CU-353,1377.32,USD,MX,mobile,D-353,2025-12-01T17:11:00,M-002,BAN
T-3635,CU-515,1176.36,USD,US,mobile,D-515,2025-12-01T17:17:00,M-023,BAC
T-7635,CU-460,855.95,USD,US,mobile,D-460,2025-12-01T17:17:00,M-013,BAC
T-7913,CU-788,3101.11,USD,CL,mobile,D-788,2025-12-01T17:23:00,M-018,BCI
T-1093,CU-565,1658.04,USD,US,web,D-565,2025-12-01T17:23:00,M-020,JPM
T-1842,CU-304,1664.21,USD,MX,web,D-304,2025-12-01T17:27:00,M-006,BBVA
T-2705,CU-397,1091.00,USD,AR,web,D-397,2025-12-01T17:32:00,M-014,BNA
T-6690,CU-912,5939.81,USD,CL,web,D-912,2025-12-01T17:43:00,M-016,BCH
T-4158,CU-397,1107.98,USD,AR,web,D-397,2025-12-01T17:49:00,M-015,BNA
T-5179,CU-752,5700.24,USD,US,web,D-752,2025-12-01T17:53:00,M-041,BAC
T-6024,CU-098,1189.97,USD,ES,mobile,D-098,2025-12-01T18:00:00,M-022,CABK
T-7628,CU-021,3291.46,USD,CO,web,D-021,2025-12-01T18:00:00,M-024,BOG
T-2910,CU-859,1495.29,USD,CO,mobile,D-859,2025-12-01T18:04:00,M-049,DAV
T-6353,CU-301,1332.55,PEN,PE,web,D-301,2025-12-01T18:06:00,M-013,BBVA
T-2657,CU-268,3955.16,USD,MX,mobile,D-268,2025-12-01T18:08:00,M-028,BBVA
T-6169,CU-576,143.92,USD,CL,web,D-576,2025-12-01T18:08:00,M-029,BCI
T-4944,CU-733,92.31,USD,CL,web,D-733,2025-12-01T18:12:00,M-027,SAN
T-4526,CU-480,1404.59,USD,ES,mobile,D-480,2025-12-01T18:16:00,M-027,BBVA
T-1905,CU-836,2728.41,PEN,PE,mobile,D-836,2025-12-01T18:16:00,M-045,IBK
T-1805,CU-886,1228.82,USD,AR,mobile,D-886,2025-12-01T18:17:00,M-045,BNA
T-4920,CU-103,6853.12,USD,CL,mobile,D-103,2025-12-01T18:21:00,M-041,BCI
T-7208,CU-701,1590.31,USD,CL,web,D-701,2025-12-01T18:23:00,M-029,BCI
T-2547,CU-111,512.02,USD,MX,web,D-111,2025-12-01T18:27:00,M-049,SAN
T-2632,CU-661,4967.85,USD,AR,web,D-661,2025-12-01T18:37:00,M-041,BNA
T-6382,CU-144,2639.16,USD,AR,mobile,D-144,2025-12-01T18:37:00,M-041,BNA
T-5638,CU-624,2468.25,PEN,PE,mobile,D-624,2025-12-01T18:37:00,M-011,BBVA
T-3258,CU-981,617.26,USD,ES,web,D-981,2025-12-01T18:45:00,M-011,SAN
T-1463,CU-501,4778.00,USD,CL,mobile,D-501,2025-12-01T18:52:00,M-017,BCH
T-7147,CU-004,756.73,USD,CL,mobile,D-004,2025-12-01T18:52:00,M-005,BCI
T-1731,CU-203,1464.29,USD,AR,web,D-203,2025-12-01T18:57:00,M-039,GAL
T-4759,CU-866,2154.04,USD,US,web,D-866,2025-12-01T19:03:00,M-009,BAC
T-1688,CU-043,3519.90,USD,AR,web,D-043,2025-12-01T19:07:00,M-016,GAL
